hash,msg,insertions
acf84b43e9b7c8aaf92784569075f00e83cf4809,https://issues.apache.org/jira/browse/AMQ-5304 - providing test case,21
6bdce73d838abccd8495c979c45bbff8a8bdfc5f,https://issues.apache.org/jira/browse/AMQ-5304 - ignore the test for now,3
98f707bd1e733821a02e13b6ae0fe9bc8a0ed9b0,https://issues.apache.org/jira/browse/AMQ-5304 - still missing unit test case,18
f1f1233cf3eb2765f13bfad4d2f3b969695d52c8,include mqtt transport in rar,4
8fb690f17c64f78ba11500e32d107c0f8caf469e,Merge branch 'trunk' of https://git-wip-us.apache.org/repos/asf/activemq into trunk,4
c391321d1b5b59542d847717654b0d4dba54cf2f,"https://issues.apache.org/jira/browse/AMQ-5315

Fix for potential NPE on transport error.",2
582fc08019c5cab275c4abc054d0fb69c72b7fe2,"https://issues.apache.org/jira/browse/AMQ-5072

Add accessors to the persitence adapter class and a test to validate.",182
7ca25965db5b9ffdfba11b914dafbb36a3504162,added CamelRoutesBrokerPlugin for https://issues.apache.org/jira/browse/AMQ-5351,540
023b0f1987f495a3e84269f5c1164cf12ac39fe4,"https://issues.apache.org/jira/browse/AMQ-4485 - test case hangs on 1.7, subsequent tests fail with port in use - disabling pending some investigation",1
2d9475c4f022d3fbf498692f1bb64841d30feb35,"https://issues.apache.org/jira/browse/AMQ-5346

Apply patch for link detach event from @gemmellr",1
0cf7c0bc4709a68cd7dbc972d5ba55863053c601,add trace logging to cursor page in,3
41ca0d94647ad303c22eb1e86796203fd69dbb44,Add a test case for durable topic unsubscribe.,45
2050498c6788a925efa24630803328286468c079,ensure vm transport is started in this test so that stop does some work,1
226e012d88b1d5149433554e1473eed26e7c78a0,Restore test case removed last commit.,45
4881a848dc9c8170ab82267a6bdedd4d3adcc372,"https://issues.apache.org/jira/browse/AMQ-5402

Add support for encoding the destination type in transformed messages as
a byte value to supoort future JMS->AMQP spec mappings.",28
74d2c2425fbcbdf38f910f3c321d89780ba2ab6c,"https://issues.apache.org/jira/browse/AMQ-5390

Adds a test case to show that things work as expected.",51
1948fe41a35d895589dfd14d85aee75078a8415b,"https://issues.apache.org/jira/browse/AMQ-5407

Allow config of enabled protocols for nio+ssl and stomp+nio+ssl etc to
match the capability of the non-nio transports.",20
dffccb1c7dc8e4b4a6282fd5056dfd854d2d2a9b,https://issues.apache.org/jira/browse/AMQ-5417 - use proper classloader in TaskRunnerFactory,9
2842cbd5b610247304fab515e9609576049cffdf,Skip all Joram tests on Windows because of CI hangs,2
0e98ed6f537a9a1fc7917e3f75f3a6e99386b6ad,Polished,5
162f9fc5590b1403fb4e9b1fb23d249929d8bc62,"https://issues.apache.org/jira/browse/AMQ-5391: offer the ANONYMOUS-RELAY connection capability to
 signal support for the anonymous relay",12
b9cbd93a68d3777379b67b4d47db9d93823b8f66,"Fix mqtt-client artifact missing from eclipse repository

Add alternate repository

Signed-off-by: Hadrian Zbarcea <hadrian@apache.org>",10
74f530a6410522df76e842a3f2498a3442db5281,https://issues.apache.org/jira/browse/AMQ-5457 - fix and test - we now peek first in redeliveredWaitingDispatch,58
51566104abd46722c73d71534e7576b5377d799c,"https://issues.apache.org/jira/browse/AMQ-5447

shutdown the scheduled executer so that any scheduled tasks are canceled
and removed on stop.",3
15eba485643d710a55e82c9ed10516374b1ae857,fix mvn warn on deploy profile,1
9bd070a8f6337a3452a8529a0647970cc8c6deae,"https://issues.apache.org/jira/browse/AMQ-5484

Ensure that the subscriptionByConsumerId map gets cleaned up when a
sender is closed.",3
411c7547ac707b462f3005d8c14bfc289855d991,"Adds a test used for checking memory usage in the AMQP connector, test
is disabled and not intended for normal test runs.",95
a090472942df3b61b5a738e20ea6b12034f08dc6,"Add properties to the connection that indicate what the proper
destination prefix value should be for Topic or Queue destination types.",18
54f6508d44e7c9acf6eb4d41d84d226ca833ffdf,Update spring.schemas for the 5.11.0 release,1
9f53e2bcae28bf30c9628a7e85aa9b95a5080bc7,adding missing licences,96
90822a585155bc98bb39cce4352cb1ac0f8cf0b6,adding missing licences,15
8dea161d55cd74b10199e26e56e037d85ae451a0,AMQ-5491 - Standalone Web console Session timeout with user/password input.,153
6c2e2f54461380a9e97792a2f4cd0a1e7bd86c96,using a more sensible session timeout sorts org.apache.activemq.leveldb.test.ElectingLevelDBStoreTest#testElection also,1
7ebc6ceef8f97e2d0002df6a4befe04d528d8275,"https://issues.apache.org/jira/browse/AMQ-5481

Add some additional logs to MQTT at the trace level.",16
5616d39d82196432d843ae019f396bbf8e0ffb43,see if a stronger sync will sort the ubuntu ci test failures of leveldb - i cannot reproduce,2
05f6cd6cfc9db677df89fe470f4c3a58bc036d5f,ignore intermittent failures for 5.11 - leveldb can be a focus for 5.12 - https://issues.apache.org/jira/browse/AMQ-5512,4
3e007d89a27f4c74d33862b9967676c683faec51,[AMQ-5514] Add the 5.10.1 release to the spring.schemas file.,1
869c193d1f0c1b5d04f89bcfb4d5dc12d0d258c2,fix mvn warn on missing plugin ver,2
2a9f8a3632c5e9a0586a2be4247efb14005f6083,Added the key for Arthur Naseef.,78
2c6811615848e361c26d55b3963994a0a397b44c,Update to import into m2e without a plugin error,13
5b7213eb82b3d7c6fc30a17f2d3f2e42e392ffe7,add jira ref - commit message had incorrect url,1
6466ae2bcfa8831d79f71e94709b0511dc1367cf,"AMQ-5519: use the NOT_FOUND error condition when failing to find a DurableSubscription

https://issues.apache.org/jira/browse/AMQ-5519",3
0d815642c1c441b3bbca69c4987430a14e28c441,Add a jetty9 profile to help with testing,6
f4eade2bb3bb83131f17d2768d2218770f0123d3,[AMQ-5520] Use a network interface that actually supports multicast and is up,25
548aa1e41557f00f894fe160219bd155464f6c06,"https://issues.apache.org/jira/browse/AMQ-5525 - worked around the issue with blueprint converter - all. All of the activemq commands have the same single arg signature, so the conversion should be trivial, doing the conversion inline in the default case",19
c93b6614b47c4d01d6b9a683f78f1ab8d1180028,"Adds a test case to validate that JMSXGroupID and Seq are retained over
time while messages are produced and consumed.  Older ActiveMQ releases
seemed to have an issue in this area due to the Proton-J library used.
Test should help to ensure this does not reappear.",102
981c0f20fa96b9d30c362cae779cfbe60a5f5e5b,fix hang on org.apache.activemq.network.FailoverStaticNetworkTest - network connector vm creation clashing with broker stop,1
de549f8926988ab436084225cdcd6595f1657262,https://issues.apache.org/jira/browse/AMQ-5535 - allow close state reporting w/o contention,4
bae0e60a7c2361d57164dd77269f769f511e1a27,fix intermittent failure,5
12202c9702452b36a6cea66fc5516c94ebdd60b9,"https://issues.apache.org/jira/browse/AMQ-5617

Rename these and move to the general tests folder as they cover specific
use cases that are applicable beyond the issue the were created for.",254
bb83bf5746df6a4089d0b73ec90457b77bda4c39,"https://issues.apache.org/jira/browse/AMQ-5606

if the client throws the correct exception type, don't fail the test.",7
741e3aad3eb455220759afdd8001311727083882,"https://issues.apache.org/jira/browse/AMQ-5630 - add rejectDurableConsumers boolen attribute - when true, requests to create durable subscriptions will fail with a JMSException - not allowed",136
ac24a08b8b102fc90c34cb6d467c4dd7092a276c,IDERunner util class that can run full distro from IDE,46
9ca4dfaac398bd1a580f9975426ad7729f7dc568,https://issues.apache.org/jira/browse/AMQ-5642 - apply patch with thanks. This closes #67,8
1c72579d7a0017bd22e800e47d34e3f748601a9a,"https://issues.apache.org/jira/browse/AMQ-5598

Parallel connection test, could not reproduce issue.",36
b9b566918e4e0ce0c33e0a4f73aff7551b7d6c66,Add MERIT.txt and give thanks to Mark Frazier for his contribution.,15
55f040e616899262d19c2bd1178826a65359516c,https://issues.apache.org/jira/browse/AMQ-5568  - ensure directory exists - fix ci,2
85d9d4e941a08f31630df13e8aad5e967363a361,"https://issues.apache.org/jira/browse/AMQ-5666

Test that a receiver can also create temporary destinations when it has
a Source configured as dynamic, also test that link close destroys the
temporary destinations.",94
b5856501975ddaeb409c1d1e18e3421575643e8b,https://issues.apache.org/jira/browse/AMQ-5558 - deprecate old ant-based examples,2
351d4b9dea128a1faedd55fab448931f374922eb,"https://issues.apache.org/jira/browse/AMQ-5666

Add some additional tests to validate AMQP behavior",104
a6243225c5be2f8eaa7121e9616315e1b5661483,fix the inconsistency with ElectingLevelDBStore.isMaster() under AMQ-5082 unit test conditions,1
94f1e98adc81cb3a4f13c1316e992296d212248a,AMQ-5693: Include component documentation for activemq-camel,31
47f5c08573a2ad79363d1cc83b9a639842b14111,turn on informational messages from qpid-jms,1
a5a52b65174dfb12dc06ed0fc70ce3c25f25b0f6,add a test that sends multiple messages at a Queue.,24
7dc522d4c30736191aa256f07be051dc5e5f5e94,remove timing depdendency,7
01f56d0ca255852bf9c12b889abd8d1297a2b5a9,unit tests for https://issues.apache.org/jira/browse/AMQ-5153 LevelDB does not store subscribedDestination for durable subscriptions,112
5dd39f906278e5beeafb879482735dd8fc7fb156,Jolokia discovery url should be configured to correct path if people enable that.,4
f5283a904589eb4a9344fe42885cdacf92de68dd,"https://issues.apache.org/jira/browse/AMQ-5734 - fix intermittent failure - seems the retained empty message gets dispatched so we need to consume it or it may have been dispatched to the client, causing a later failure",8
82200b6e70e1a93adf023a040eb1737a02c2fd37,add test case for https://issues.apache.org/jira/browse/AMQ-5752 - fix needs some thought,46
9b3d651b3851546167c14e21ab95035656e410e6,AMQ-5760: ActiveMQ - Output url to the rest api when starting AMQ,1
32f21ff1a9f693e9f88aef71eb5b1557410b3547,"https://issues.apache.org/jira/browse/AMQ-5763

Capture the reported issue in a test case to track the fix.",118
181e4d461758acb9910615213db8d400277309d6,https://issues.apache.org/jira/browse/AMQ-4705 - ensure cached lastModified is externally visible - hardened test showed window for missed mod,1
29fb4a4b3fbb7083fad2d720d1f638524da7c735,Add some additional tests for durable subscription recovery and lookup.,99
ed1622dd346e01a4b9a73a52ab1e97fe0ebd1cb6,harden to address intermittent ci failure,9
5e7b70f11fb53cb1a0a00edc5e61faf90bbdce78,"https://issues.apache.org/jira/browse/AMQ-5413

ensure drain completion clear currently tracked credit value, next flow
should update to the correct value.",66
df06bdabdc0e9f892449e0ef0d8783aea6047802,"https://issues.apache.org/jira/browse/AMQ-5816

Apply patch from Ievgen Tarasov that ensures that the data locator is
initialized when a MessageId is deserialized.",127
2d7280f33ac0a75a8259644e187f006a51e0fff7,"Adds a STOMP based test to cover some inactivity monitor usage over all
four transports.",145
73d2810c602e361cf447ff3e607911023c3e2201,"Test does not need JMX so disable to avoid clashing with brokers left
running by other tests.",11
a095e9b9ddc32b7bd47ec2482725f2ccf5300d54,"https://issues.apache.org/jira/browse/AMQ-5310

Adding tests that validate the code follows the JMS Spec expectations
for behavior of closed consumers and producers.",337
ea5f4de399c56c9aed3bb39ba9fe63b8ab856122,"Minor improvment

Conflicts:
	assembly/src/test/scripts/init-script-testsuite",182
67c28b1c6801562187cfa41c2846133e3aac139f,"https://issues.jboss.org/browse/ENTMQ-780

A couple of tests to add to the patch provided",97
732fd5684017cd585bfb418950a03ec9a6f44e49,"https://issues.apache.org/jira/browse/AMQ-5839

Disable failing test, broker doesn't currently recover the noLocal state
for a durable subscription.",2
c2310391b9feab44bfaa46e93f0e4ca90d5bf357,"https://issues.apache.org/jira/browse/AMQ-5845

provide server information in connection properties.",48
ffef4dc5fa68cd0e02f4850582fb09db381394da,https://issues.apache.org/jira/browse/AMQ-5844 - patch and test applied with thanks to Ganesh Murthy - ganeshmurthy,225
428fc82c8cad36fe600a68cffeb3c4161a345a17,AMQ5266Test can take 8mins locally - exclude from quick tests,1
e3a72cfa1d23d1e3f1ab44ee1d9841cd47ec2f96,add sanity test for masterslave scheme for networkconnectors,34
da3174cf98c97eb5736b1c1d414e42590a819f15,ensure data dir is empty for test as derby needs clean dir,8
d919db5e3d8f453c173f6ed82b1e0bce3b3df5fb,"https://issues.apache.org/jira/browse/AMQ-5804

Apply patch from Pavlo Vasylchenko",7
4c0b7ce9b132b297136a3e4c7c5221fcb32427d3,Add some more to the ignore file,2
97b0619b26947c9170230e6969df13116f4a2463,[AMQ-5858] add import package,1
bbf288b12c22298f7ee6bc5964080ffc0532dc89,https://issues.apache.org/jira/browse/AMQ-5639 - fix regression in NetworkRouteTest eashmock test,1
b06c1679b6e358d3fface90da575bf472f44a129,check that broker is not running if export is used,10
fef8cac05f757432c10dcf47ca7ea3028b7614d6,Add sanity check of browse list,2
46055034c949c7fbce717c93f5d94b4ca18dd23b,"https://issues.apache.org/jira/browse/AMQ-5837

This commit adds an Inflight message size statistic to SubscriptionStatistics
so we can know the size of all the messages that are inflight, besides just the count.",564
1dcdf69f3e612c80b0758b61a7f81b6d39949c16,This closes #113,564
59958ad2699f70788759b632c8f758568795530a,https://issues.apache.org/jira/browse/AMQ-5552 - exclude two tests that show intermittent failures in ci,25
7c116631b504e31fb0bd9f805b1b77090d16f4ff,AMQ-5266 - fix leak in transaction context - completions were not cleared on close/commit,88
f4f416a09343105ac2d57a84bd020cd2e00dbc7b,Added a test for browsing offline durable subscriber sub,42
0b863977840788b46a46ba1e55695be368447661,add browseAsTable verification to offline durable sub mbean,6
3348ade99b2be00eb5452785a1325afc2a39b066,"https://issues.apache.org/jira/browse/AMQ-5914

Ensure a new pull request is sent, adds test.",130
ff9aae69f9da93e2b7500557649a512dddb94dca,"https://issues.apache.org/jira/browse/AMQ-5876 

Add missing license headers to the properties files.",34
4cfb8dc6024dba8ce6f5a6bce26bea29a5e79477,Added code to sleep for the receive delay to receiveAsyncCountBasedMessages().,2
99229504d383b8e1617a6872b08c3e288f713e10,This closes #138,2
306041d47c167baf121e82382d0e7b5a86ee7f64,"Specify a tagNameFormat

(cherry picked from commit d14ae9c6efb8a8846a5e8b3cbb04df05260df4b0)",1
e983fe800abbc55b269c95772bb0be03976960cf,Add my key,526
9827427f465881826d617c9e0692001650d1f176,Add my key,36
41ee3ec8dea1df70cb12f722dcf797f50b24fc54,"https://issues.apache.org/jira/browse/AMQ-5921

Add back support for type void and test.",154
5b1c26c4ded06df1879d26a260780100b23217c9,Add schema for missing 5.11.x releases to master.,2
80ee2c2d81eca706e61e872c70a0dcf21223d0fd,"Ignoring .tmpBin directory

This directory is created sometimes by the sbt plugin for eclipse under
activemq-leveldb-store",1
45e37e97884484ba9c71ed21a19827b8271b9191,"https://issues.apache.org/jira/browse/AMQ-5926

Adding camel and related dependencies to the activemq-all shaded jar",7
3f5cfcf6de7910e52871604c8886f2b0da3084b4,"https://issues.apache.org/jira/browse/AMQ-2174

Add a test case.",125
4ab55f13ae4097de1dad14af36b65a89eda9b81d,https://issues.apache.org/jira/browse/AMQ-5960 - durable sub pendingQueueSize after force shutdown,7
b7a57876102911a2a5cc406e3f85f80b28e9e16c,"AMQ-5977: Add LSB headers to init script

Add LSB headers to init script to fix problems when setting up ActiveMQ
as a daemon with chkconfig on RHEL and clones.

Signed-off-by: Gregor Zurowski <gregor@zurowski.org>",11
816e8dfe5413cf9316bf1946afe6f236d85f8351,https://issues.apache.org/jira/browse/AMQ-6002 - escape client id in virtual topic mqtt subscription; add test,86
4adc8e4f4e57a4335643f49c3072e5fd531c7f27,"https://issues.apache.org/jira/browse/AMQ-6004

Calling socketHandlerThread.interrupt() on TcpTransportServer stop to
make sure the broker shutsdown cleanly.

Patch applied with thanks to Erik Godding Boye",4
3744349d08fc356161b93c2540f79364457a2c7f,Adding schema for 5.12.1 release,1
80b526be7df3471876eceaa2c610747ca7fb89da,"https://issues.apache.org/jira/browse/AMQ-6010

Fix for failed SSL connections not releasing the connection count in the
transport which leads to connections being rejected as having eceeded
the maximum configured connections.",162
0ff46b18790d8df6221346b0f433fea53fa5c69a,"[AMQ-6020] Adding the necessary import and removing the export packages
This closes #153
This closes #152",2
5db9af8b24cea9ab9460abd1c06221e1f08d6d48,"https://issues.apache.org/jira/browse/AMQ-6035

Adding a flag to be able to specificy when to apply changes immediately
after updating the virtual destinations using the Java runtime plugin.",72
de5d0d9430838948196f573c5278c75fbee9f25e,"https://issues.apache.org/jira/browse/AMQ-5854

Fix intermittent test failure caused by the test reconnecting before
the failure assertion had a chance to assert the expected failure",9
48fbd3116d442aca381becf6328bdc9cf27bc1a0,test for transacted send and ack camel route with explicit set of connection factory necessary due to config clone across component endpoints,157
4c1a6b4c2b933809ab0cbc4876d6fa3b368f9e1f,Add Martyn's key so we can keep the KEYS files in sync,37
9bc28214d53351a6fa6cf459383d5e449a100d2d,https://issues.apache.org/jira/browse/AMQ-6060 - retain will message,123
95f58fa7c4e26b5b2d73a80bd8e1cb2bee8ebf47,"https://issues.apache.org/jira/browse/AMQ-6027

Adding back in test case now that AMQ-5898 is resolved",50
2aa172f905d3c783c722f6aedd0fe2c1af7b988d,"https://issues.apache.org/jira/browse/AMQ-6065 - allow ioexception handler to flip the systemExitOnShutdown broker attribute before calling stop, i.e: exit on store io errors",77
1499f2eee064d7837fe45f781f56d5ec35bcd45c,Adding 5.13.0 to schemas file,1
f09000d1e61a0131ee20df22b7b2ac6d297ebd07,https://issues.apache.org/jira/browse/AMQ-6065 - ensure no call to exit. fix mock test to account for extra call,3
8609f74db329d97eac054cca2d1dd188c2960ddd,https://issues.apache.org/jira/browse/AMQ-6083 - ignore test scenario on leveldb store,9
7951037f20e8d6752ab0bbd90189a8276bc61a55,https://issues.apache.org/jira/browse/AMQ-6077 - test,201
09cbfa947772ad859fab49c37a08d1eb8d7ecdaa,Adding activemq-5.12.2 to spring.schemas,1
9de3fff1f5c7741e8b22d821aadc4225cd3500a4,Fixes AMQ-5404: LevelDB files not being released after deletion,6
7525729363ff150a550d05141ed8cea8b87cc921,"AMQ-6030 Adds some advisory topic specific tests to cover the composite
case for destination advisories.",80
e3df09b9db09d6cf2834b0beb901c253be9b6120,https://issues.apache.org/jira/browse/AMQ-6094 - regression via https://issues.apache.org/jira/browse/AMQ-6014 - incorrect ref count on message expiry event during cursor move for dispatch. Fix and test - thanks for the test,235
da3b1380234c5d1745094f883778f19e58fe9cee,"Initial Version of activemq-junit

Added configure method to EmbeddedActiveMQBroker

Added support for XBean configuration",824
8317208a1b6cbbd8ebda645a801bb309b73e99ad,"https://issues.apache.org/jira/browse/AMQ-6106

Merging in new JUnit Rule for ActiveMQ unit testing

Patch applied with thanks to Quinn Stevenson

This closes #163",824
b7db97d8e215ba16a812b5f8577f2e8d91fc7787,"https://issues.apache.org/jira/browse/AMQ-6100

Adding missing LICENSE header",17
43d493e527ccd7d940858646d37819d3bda0a806,"https://issues.apache.org/jira/browse/AMQ-6112

Fixing file permissions in assembly tar.  Some permissions were not
being set explicitly which means the value used could change depending
on where the assembly was built. Permissions are now being set to fix
this.",23
5b73ffad6bd000fdad93bc473900b2374d36181a,"https://issues.apache.org/jira/browse/AMQ-6117

Test to try and reproduce the issue.",148
a3fa0da6ec67d8b052b52e55b77e41007e787809,https://issues.apache.org/jira/browse/AMQ-6130 - java beans @Transient annotation,9
1ae29382e12dd9704d78f12b7948b442005ce086,"https://issues.apache.org/jira/browse/AMQ-6129

Fixing DynamicallyIncludedDestinationsDuplexNetworkTest",17
c6f470266e88b01db6286e72546dcf396919566a,"https://issues.apache.org/jira/browse/AMQ-6143

Updating to taglibs 1.2.3",26
eac005a37f0aaaf7fc4301938fb0fd67a78f1719,AMQ-6149: Lets pre-configure jolokia in the broker,34
186b5d0f305ed63b23a1db712a933aa4896006cf,"https://issues.apache.org/jira/browse/AMQ-6113

Properly set the X-FRAME-OPTIONS header on web responses.",72
5f7a81f9280fb65b8a3c1f85c4570a18d87fafd9,"https://issues.apache.org/jira/browse/AMQ-6142

Fixing a race condition that exists in the decompress method of
ActiveMQBytesMessage that can cause an invalid length to be read.",97
40ecf22f0fdff6d3e5404a4a8724af25d0724d09,AMQ-6166: Add option to configure trustAllPackages on Camel ActiveMQ component,26
ba6c39c26df55957a2d2e494980e3998273f0635,Jolokia should not send back exceptions/error details by default,5
bbb17da52f0c09bb0d8ab98815e95d7ca06109ca,"https://issues.apache.org/jira/browse/AMQ-6147

Add a test that can reproduce an issue seen when emitFlowOnSend is
disabled on the proton transport to allow for further investigation.",28
c530b69e16372232bef19dcd353cbe91e4a511d2,"https://issues.apache.org/jira/browse/AMQ-5881

Fail the connect if the password is set but the username bit is not as
per the V3.1.1 spec requirements.",37
1b38b27ed23a5ac604e5a4dd509dd854afdfde07,"https://issues.apache.org/jira/browse/AMQ-5882

Fail to publish if the topic name in the publish packet contains a wild
card character as per the MQTT V3.1 and V3.1.1 spec.",45
ebe8cf65a072c3be66e04a5c8172f9acc16a7c33,NO-JIRA - adding missing schema identifiers,2
e375af3810aa3ae0cc87c9a4b7400e9730ad65c2,"https://issues.apache.org/jira/browse/AMQ-6182

Adding missing License header",16
8ef44452a24685dea52b0757960c1a750abd4246,"https://issues.apache.org/jira/browse/AMQ-5880

Adds a test for the issue that is ignored for now while we wait for a
fixed MQTT client release.",32
67ae2bd8a486d065495eff97997c33cd7cf9f160,https://issues.apache.org/jira/browse/AMQ-6070 - fix npe in org.apache.activemq.usecases.ExpiredMessagesWithNoConsumerTest#testExpireMessagesForDurableSubscriber,1
57264bf8dc9970d7d808cf24216b6185ceb644e2,https://issues.apache.org/jira/browse/AMQ-6206 - ensure properties are marshalled before dispatch to broker so that their values are reflected in the memory usage,58
4bd9a4ef6f29399ebde61275db75cf8d5d323ffc,"https://issues.apache.org/jira/browse/AMQ-6212

Adding spring-messaging to the artifactSet for activemq-all to be
included inside the shaded jar",1
ea09159a4087212964787e7cf68ef30170d115f0,"https://issues.apache.org/jira/browse/AMQ-6218

Fixing copy method of ActiveMQTextMessage to prevent a race condition
when concurrent store and dispatch is used with Queues

We may need explicity synchronization between the text and content fields
in the future if other issues pop up",8
485fcafcdfbb71b254977bbe5a670472aaaa4081,"https://issues.apache.org/jira/browse/AMQ-5923

Updating tests to check prioritized messages as well",53
7f868253375d36b3532767f3ca003c3c519fd049,NO-JIRA - Adding activemq-junit dependency to activemq-unit-tests,10
765a010d04a9c3d51144f70148a0763ed4619b32,"https://issues.apache.org/jira/browse/AMQ-5621

Add sleep back which allows the producers to wait for the bridge
formation.",2
4e27618ddd85fbaa91610cb4b815c8c686d6a351,NO-JIRA : Adding 5.13.3 schema identifier,1
555cd2b6bb7f25db318e26482e4ed11cd9da7d07,https://issues.apache.org/jira/browse/AMQ-5603 - catch interrupted on chunked zeros case,2
231679d936e986a00930a96cc859b0a5b6d77486,https://issues.apache.org/jira/browse/AMQ-5603 - don't async preallocate to keep match data file count,2
7fd5fa9253deb3a2815cb375b85731a959ad3845,Add a method that Karaf can use to get the description of the command.  Depends on a change in karaf too to get this to work.,7
9a35c3731b29c37e28635831737f6ef369e5175b,fix ci failure when less than 4% disk space,2
3c0a4d960ee99483c9160d0b6b80c27abd8f3319,unit test to verify matching durable sub can statically forward topic,147
2a10e9900a5f8a48eafc15f6820476f76499a70b,"https://issues.apache.org/jira/browse/AMQ-5621

Add some additional test cleanup",12
281fbb1f9d7e329fd36556df6c0ea23a8bbea683,tidy up close for vm broker - seems ci failure of InMemeoryJmsSchedulerTest is related to overlap between tests of vm transport,6
76b70545f248e6970245719f2f584298b8d493fd,"https://issues.apache.org/jira/browse/AMQ-6304

Ensure that the broker send a container ID using its assigned Broker
name value.",30
534dbee4477b3e1ad400e18dfba9541f8da1b5c8,"NO-JIRA: Add test to show behavior of non-prefixed addresses that
default to Queue.",66
36237cb30f703664a75e642b8c4f25b020e9a7a9,https://issues.apache.org/jira/browse/AMQ-6322 - fix NetworkRouteTest failure,2
27d955501febd1357d3f3e5dfd4695272616ca55,Add some additional tests for dynamic sender / receiver links,107
a95d6fd4ebfc2733379791ea82a54abcfd05d9e9,Adds a start of message interoperability test for OpenWire <-> Qpid JMS,179
d563e9019d9d3fe0e776188705037455584f6e25,"Test for message property handling cross protocols.

Add a test that validates that message properties are propagated between
OpenWire and AMQP.",171
e02c1a17f83b21cbf42fa9e6e78a891af3edd8bb,"https://issues.apache.org/jira/browse/AMQ-6286

Create a follow on test showing AMQP respects order.",139
9e856290c487c972e84ab4a7f22004158814b9d4,Add some tests for ClassLoadingAwareObjectInputStream,715
4386750fdb6938bd36669b5c8168aef8d772041e,for mkahadb populate mdc activemq.persistenceDir such that logging for a particular instance can be identified and correlated,3
30ff378a35471120d8d0a0f96367c5684fc43daf,"increase service logging, seems npe in the mix on intermittent failure",6
6dacef1c9552edbad656c31d784179c2cd179b2e,"https://issues.apache.org/jira/browse/AMQ-6345

The MQTT transport will now throw an exception if a PINGREQ is sent to
the broker if a CONNECT packet has not been received first as the spec
says CONNECT must be the first packet sent.",123
667ea7c640dd0203b2ecdc83f74435e77cbe44ab,"https://issues.apache.org/jira/browse/AMQ-6345

disabling failed assertion for test as it is expected based on how this
test is usin the client",17
0706fd0bc1f499f1fc304ec1c70aa8aaa3dd4d69,"https://issues.apache.org/jira/browse/AMQ-6350

Allow for PooledConnectionFactory restart after being stopped.",28
c9c05eb86656c09bcfc77516b5b1111487fa9f9d,NO-JIRA Update this test to test across all transformers.,31
d4dd13821650d03239ed322d49ad16dde5438597,NO-JIRA: Adding schema for 5.13.4,1
4b2760e74907a7dd1d4985dcc4804da114b8493b,NO-JIRA: Adding missing header,16
a35e8dc8a28768ddf7f14c29cb41fdc6e2e8a605,"https://issues.apache.org/jira/browse/AMQ-6359

Allow a receiver link to enable consumer options on the subscription
such as exclusive and retroactive using options encoded on the address",70
ad657cc202f30bc279316ed34c1e48c7291070cf,AMQ-6370 - ensure derby instance is created,1
8d5e84bb67664811a6ead9c65bb0eace919d3e95,"AMQ-6379 - Add openwire properties for provider name, provider version,
and platform details",222
8d7d4e6df9d3c17ae068a7e8e50e0c0e0c8b22c2,"https://issues.apache.org/jira/browse/AMQ-6379

Merging patch for AMQ-6379

This closes #192",222
82295fd2c6dea96433d15e00e00d53c6d41f5c0b,"https://issues.apache.org/jira/browse/AMQ-6381

Fixing DurableTopicSubscription so that an ack will properly update the
forwards statistic on an ack",9
5a6d1550fb854dc7251dd0e545c2498aea92d012,[AMQ-6380] Bundle to create pooled ConnectionFactories from configs in OSGi,178
29e6f63d58136770ac414aff6cb717ad3b03404f,"https://issues.apache.org/jira/browse/AMQ-6380

Merging patch for AMQ-6380

This closes #193",178
d654e045354bdb129cbe0f3f8c2964570e08c862,NO-JIRA : Adding 5.14.0 schema,1
9d39ffd875a62a80aa33e167efa370aa9304a5e8,"https://issues.apache.org/jira/browse/AMQ-6380

Adding missing license header",17
be032c9821dab8630594b68e09c103957ba5e30a,Close connection in test to try and release VM transport resources,2
50dc5864fd61ba528c20c7a2a8502204a7a32f6d,Fixes CAMEL-10226: camel-jms ignores connection pool settings in spring-boot deployment.,9
e52a05276116e44d3b271e15edea755aeb27451b,add some diagnostics to track intermittent ci failure,4
1030fb184216d00e3fd43a416931acd3b2fc6794,"https://issues.apache.org/jira/browse/AMQ-6404

Add check for unmarshalled text body and handle that case.",40
f8bc19b96da752e216de2c5c543a7d8523512a03,AMQ-6413 - ensure audit update on skipped store add for kahadb concurrentStoreAndDispatch. Fix and test,116
0050f22b97aaf15446c482c6dd229500ab0e2eba,Add a test case for anonymous sender links using simple test client.,107
640289868e18e82b054be8aff5580d3665518f5c,"https://issues.apache.org/jira/browse/AMQ-6422

Add test for credit grants but no settles for a single receiver.",53
da9fedead4078cc82efb32e15d8d9cd53c8e82dc,"https://issues.apache.org/jira/browse/AMQ-6422

Adds a split consumer test that uses presettled receivers.",79
4516c8df3f45db4ea3495e397744e9c235b68d7f,"NO-JIRA: Add some additional tests ported from the .NET AMQP client

Adds some transaction tests ported from AMQP .NET client with some
variances based on the way the test client works and limitations in the
brokers handling of Transacted sends.",202
9f812a21036f4d1ec6830aca35ff54fb17750edd,"NO-JIRA: Additional test on JobSchedulerStoreImpl 

Pushes on the journal log GC logic to ensure that cleanup is occurring
when the redelivery plugin is scheduling more resends on TX rollback.",220
